FID,CODCALLE,TEXTO,CAPACIDAD,GEOCODIGO,NOTAS,UTM_X,UTM_Y,GRAD_X,GRAD_Y
501.0,44552,CALLE VICTOR MONJUY,2700.0,CT 2604,CL MIGUEL BOSQ / CL VICTOR MONJUY (FINAL),374468.414398,3148183.82375,-16.2820897475,28.4541681749
502.0,44664,CALLE PEDRO DE VALDIVIA,2700.0,CT 2564,CL PEDRO DOBLADO CLAVERÖ / CL PEDRO DE VALDIVIA / SUP.SPAR (FRENTE),374314.849523,3148016.80793,-16.2836396193,28.4526461667
503.0,44753,CALLE JOSE DE ZARATE Y PENICHET,2700.0,CT 2529,CL JOSE DE ZARATE Y PENICHET,378273.70802,3151036.00694,-16.2435341801,28.4802684722
504.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1300.0,CT 1038,CL JOSE DE ZARATE Y PENICHET,378154.010538,3151210.97257,-16.2447752688,28.4818362666
505.0,44753,CALLE JOSE DE ZARATE Y PENICHET,2700.0,CT 3299,CL FERNANDO H. GUZMAN / CL JOSE DE ZARATE Y PENICHET / EDIF. ELENA,378069.079117,3151307.01651,-16.24565293,28.4826950721
506.0,44776,AVENIDA PROFESOR PERAZA DE AYALA,1500.0,CT 1147,"AV PROFESOR PERAZA DE AYALA, 6 / EDIF. LOS ROSALES / P.E.",377891.477198,3150797.62643,-16.247412943,28.4780814412
507.0,44776,AVENIDA PROFESOR PERAZA DE AYALA,2700.0,CT 2533,"AV PROFESOR PERAZA DE AYALA, 8",377988.996498,3150835.73742,-16.2464209559,28.4784345086
508.0,44776,AVENIDA PROFESOR PERAZA DE AYALA,1500.0,CT 1167,AV PROFESOR PERAZA DE AYALA / CL ELIAS RAMOS GLEZ.,378017.392923,3150868.99113,-16.2461344473,28.4787372657
509.0,44776,AVENIDA PROFESOR PERAZA DE AYALA,1500.0,CT 1248,"AV PROFESOR PERAZA DE AYALA, 17 / HOTEL NAUTICO / P.E.",378050.646631,3151023.30328,-16.2458111482,28.4801329714
510.0,44776,AVENIDA PROFESOR PERAZA DE AYALA,2700.0,CT 3274,AV PROFESOR PERAZA DE AYALA (ULTIMA CURVA),377777.375406,3150900.21882,-16.2485892252,28.4789965914
511.0,44834,CALLE JUAN RAMON JIMENEZ,1500.0,CT 1239,CL GANIVET / PLAZA LOS VERODES (ENTRADA),375829.360957,3148781.02257,-16.2682571538,28.4596878349
512.0,44834,CALLE JUAN RAMON JIMENEZ,2700.0,CT 2751,CL VALLE INCLAN / CL JUAN RAMON JIMENEZ / COLEGIO,375967.980346,3148708.53696,-16.2668338034,28.4590468807
513.0,44865,CALLE CLAUDIO F SARMIENTO,3000.0,CT 0068,CT S/CRUZ-LA LAGUNA / CL CLAUDIO F.SARMIENTO / BAR,374975.034521,3149270.54058,-16.2770344284,28.46402384
514.0,44915,CALLE POETISA VITORINA BRIDOUX,2700.0,CT 2792,"CL POETISA VICTORINA BRIDOUX, 6 COLEGIO VISTABELLA",374669.025681,3148813.95596,-16.2801097798,28.4598740498
515.0,45033,CALLE ELIAS SERRA RAFOLS,1500.0,CT 1145,CL JUAN VARA TERAN / CL ELIAS SERRA RAFOLS,374544.4345,3149107.504,-16.2814140274,28.4625111721
516.0,45377,CALLE CARACAS,2700.0,CT 2599,CL CARACAS / CL POETA FRANCISCO IZQUIERDO / TERR. LUCHA,375763.62225,3148454.94381,-16.2688933162,28.4567388863
517.0,45497,CALLE ERESE,2700.0,CT 2573,CT DEL ROSARIO / CL ERESE,375179.276796,3148090.38138,-16.2748208703,28.4533931213
518.0,45555,CALLE BENCHEQUE,2700.0,CT 2546,CL SARGENTO PROVISIONAL / CL BENCHEQUE / P.E.,373828.756371,3147887.6278,-16.2885889908,28.4514334707
519.0,45555,CALLE BENCHEQUE,1500.0,CT 1291,"CL CORINTO / CL BENCHEQUE,14 / CONT. BAS.",373762.99623,3147729.20564,-16.2892431171,28.4499974432
520.0,45725,CALLE AÑAVINGO,2700.0,CT 2585,CL A¥AVINGO / CL SALMOR,374739.514137,3148457.65161,-16.2793512492,28.456665377
521.0,45772,CALLE LOS SAUCES,1500.0,CT 1299,CL TIO PINO / CL LOS SAUCES / URB. LA FLORITA,375251.299487,3148818.13318,-16.2741641936,28.459967573
522.0,46013,CALLE OPALO,3000.0,CT 0091,CL MELO Y NOVO / CL BRILLANTE / GRUPO ESCOLAR / BAR QUINTERO,373989.826638,3148396.6557,-16.2869999538,28.4560427154
523.0,46036,CALLE ESMERALDA,2700.0,CT 2786,CL SANTA MARIA SOLEDAD / GRUPO ESCOLAR (PARTE SUPERIOR),373886.92276,3148450.08503,-16.2880565859,28.4565149383
524.0,46125,CALLE PEGASO,1500.0,CT 1253,"CL PEGASO, 9 / CONT. BAS.",374384.916396,3147340.45689,-16.2828504878,28.4465492311
525.0,50115,CALLE LOS ESTUDIANTES,3000.0,CT 0086,CL LOS ESTUDIANTES / CL EL CONDE / PLAZA-IGLESIA / CONT. BAS.,372267.391662,3147216.31216,-16.304457508,28.4452233466
526.0,50266,CALLE PAPAGAYO,2700.0,CT 2736,CM NIVARIA / CL PAPAGAYO / CONT. BAS.,372100.002211,3147059.38455,-16.3061491923,28.4437907811
527.0,50421,AVENIDA DE TINCER,2700.0,CT 2798,"AV DE TINCER / CL LA HORNERA , 5 / ZONA DE BARES",372465.451113,3146996.22986,-16.3024109397,28.4432566138
528.0,50525,CALLE CIPRES,1500.0,CT 1251,CL CIPRES / CL DEL OLIVO / CL ENCINA / CL  CHOPO,371816.343827,3146574.99444,-16.3089915462,28.4393916453
529.0,50533,CALLE DOCTOR JOSE SAEZ Y SAENZ DIEZ,2700.0,CT 2825,CT GRAL. DEL SUR / CL DOCTOR JOSE SAEZ Y SAEZ DIEZ,372273.969232,3146508.32441,-16.3043119616,28.4388348501
530.0,50564,CALLE JEREZ,1500.0,CT 1276,CL LOS PEREGRINOS / CL DRAGUILLO / CL JEREZ,372171.674962,3146345.4186,-16.3053382996,28.4373547148
531.0,50587,CALLE MARIA DE LA PAZ,1500.0,CT 1300,CL MARIA DE LA PAZ / COLEGIO,372418.275492,3146467.22432,-16.3028341038,28.4384780598
532.0,50622,CALLE LOS PEREGRINOS,1500.0,CT 1228,CL LOS PEREGRINOS / CL ORIHUELA / CONT. BAS.,372008.019702,3146183.02415,-16.3069911209,28.4358731726
533.0,50653,CALLE PETREL,2700.0,CT 3185,"CL PETREL, 14 / ESTACION TRANSFORMADORA",371720.692721,3146537.23218,-16.3099639124,28.4390414688
534.0,50676,CALLE PRIMERO DE ENERO,2500.0,CT 0908,CL 1§ DE ENERO / REST. CUEVA CAPRICHOSA,372531.113916,3146495.62074,-16.3016852061,28.4387453436
535.0,50684,CALLE RAMOS,3000.0,CT 0089,CL PASAJE EL DRAGUILLO / CL RAMOS / CL ZORZAL,372331.591669,3146281.52665,-16.3036985639,28.4367937795
536.0,50711,CARRETERA DEL SOBRADILLO,1500.0,CT 1231,CT EL SOBRADILLO / BAR CAMARON / CONT. BAS.,371851.465729,3146441.20743,-16.3086181042,28.4381877525
537.0,50711,CARRETERA DEL SOBRADILLO,2700.0,CT 2320,"CT EL SOBRADILLO, 8A (FRENTE) / FRUTERIA HIGO PICO",371911.247676,3146463.25202,-16.3080102049,28.4383925582
538.0,50711,CARRETERA DEL SOBRADILLO,1500.0,CT 1267,CT EL SOBRADILLO / CL TORDO / PARQUE INFANTIL,370465.433649,3146636.39494,-16.3227907232,28.4398123807
539.0,50711,CARRETERA DEL SOBRADILLO,2700.0,CT 2362,"AV LOS MAJUELOS / CT EL SOBRADILLO, 61",371241.853237,3146748.35585,-16.3148762375,28.4408995731
540.0,50711,CARRETERA DEL SOBRADILLO,2700.0,CT 2353,"CT EL SOBRADILLO, 88",370679.636117,3146719.55257,-16.3206131128,28.4405840605
541.0,50711,CARRETERA DEL SOBRADILLO,2700.0,CT 3326,CT AL SOBRADILLO N§ 5,372106.80854,3146443.36895,-16.3060114086,28.4382323011
542.0,50711,CARRETERA DEL SOBRADILLO,1500.0,CT 1272,CT EL SOBRADILLO / CL PETIAZUL / CONT. BAS.,371668.95818,3146574.95574,-16.3104962983,28.4393768142
543.0,50823,CALLE BELLOTERO,2700.0,CT 2826,"CL BELLOTERO, 5 / CL PELICANO / BAR CASA VICTORINO / CONT. BAS.",370516.995578,3146727.56241,-16.3222745262,28.4406402195
544.0,50893,"CALLE EL CERCADO, (SOBRADILLO)",2700.0,CT 2780,CT EL SOBRADILLO / CL CERCADO / BOUT. DEL PAN CAPRICHO,370910.185534,3146807.26319,-16.3182690799,28.441398411
545.0,50943,CALLE DONIS,2700.0,CT 3160,CL PINZON / CL DONIS / GRUPO ESCOLAR / P.E.,370877.555445,3146618.83399,-16.3185811378,28.4396947387
546.0,50951,CALLE FAISAN,2700.0,CT 3155,CL FAISAN / CL CERROJILLO / HIDRAULICA NEUMATICA,371325.146989,3147018.64517,-16.3140559752,28.4433469675
547.0,51014,CALLE HALCON,2700.0,CT 2771,AV LOS MAJUELOS / CL HALCON / COSMETICOS ROSALBA,371434.074138,3146882.73606,-16.3129286797,28.4421312135
548.0,51111,CALLE MILLERO,2700.0,CT 3568,CT EL SOBRADILLO / PLAZA 7 ISLAS / HORNO DE PAN,371136.113918,3146787.96139,-16.3159602362,28.4412465511
549.0,51134,CALLE LA MONJA,2700.0,CT 2330,CT GRAL. DEL SUR / CL LA MONJA / P. BUS,371625.788881,3145986.86463,-16.310871616,28.4340654298
550.0,51157,CALLE PETIRROJO,2700.0,CT 2795,CL PETIRROJO / CL SUERTE GENETO,371065.496494,3146491.66711,-16.3166481141,28.4385657216
551.0,51196,CALLE ROBIN,2700.0,CT 2350,"CT EL SOBRADILLO / CL ROBIN, 12 / PLAZA 7 ISLAS",371158.532148,3146806.64324,-16.3157334368,28.4414173554
552.0,51207,CALLE SABINA,2700.0,CT 2714,CL SABINA / CL REINETA,371379.367735,3146554.80132,-16.3134506664,28.4391664306
553.0,51215,CALLE SIMON RUEDA,2700.0,CT 3546,"AV LOS MAJUELOS, 7 / SUP. HIPERDINO / P.E.",371490.310383,3146944.95819,-16.3123614445,28.4426982653
554.0,51262,CALLE TRIGUERO,2700.0,CT 2824,CL MIRLO / CL TRIGUERO,371275.317209,3146592.55538,-16.3145171944,28.4394968789
555.0,51447,CALLE CRUZ DE LA GALLEGA,2700.0,CT 2405,CT GRAL. SEL SUR / CL SUBIDA A LA GALLEGA,370990.501092,3145018.5789,-16.3172491303,28.4252646747
556.0,51447,CALLE CRUZ DE LA GALLEGA,1500.0,CT 1295,CT A LA GALLEGA / PARTECAMINOS / EST. REPSOL,371020.392065,3145011.47979,-16.3169432022,28.4252035621
557.0,51455,CALLE LOS DESAMPARADOS,2700.0,CT 2730,CL PINZON / CL DESAMPARADOS,371140.223927,3145588.58608,-16.3157843437,28.4304233957
558.0,51687,CALLE TEJEDOR,2700.0,CT 3572,CT GRAL. DEL SUR / CL TEJEDOR,371945.622295,3146187.88143,-16.3076286954,28.4359108874
559.0,52002,CALLE LA JURADA,1500.0,CT 1252,CT EL SOBRADILLO / CL LA JURADA / NUEVA SALA LA JURADA,370140.040676,3146574.89227,-16.3261059436,28.4392250306
560.0,52095,CALLE SAN FRANCISCO DE PAULA (LLANO DEL MORO),2700.0,CT 2558,CM SAN FCO. DE PAULA / CL TILO / SEMAFORO / P. BUS / P.E.,369565.407775,3147310.12974,-16.3320558232,28.4458027138
561.0,52095,CALLE SAN FRANCISCO DE PAULA (LLANO DEL MORO),2700.0,CT 2032,CM SAN FCO. DE PAULA / CL LEZCANO / BAR MOCAN,369718.165779,3148035.71672,-16.3305781093,28.4523658598
562.0,52137,"CALLE LA ZAPATERA, (LLANO DEL MORO)",2700.0,CT 2802,"CM SAN FRANCISCO DE PAULA / CL ZAPATERA, 24",369784.650342,3147715.06675,-16.3298630373,28.4494788684
563.0,52211,CALLE ORQUIDEA,2700.0,CT 2325,"CL ORQUIDEA, 13 / TALLERES EN RUTA",370739.790553,3145048.09624,-16.3198117536,28.4255062604
564.0,52211,CALLE ORQUIDEA,2700.0,CT 2322,"CL ORQUIDEA, 5 / COMERCIAL DULPAN",370799.198862,3144995.03976,-16.3191993598,28.4250333393
565.0,52242,CALLE RODODENDRO,2700.0,CT 2323,CL RODODENDRO / CL AZAHAR,370684.901345,3144618.82949,-16.3203240041,28.4216269812
566.0,52242,CALLE RODODENDRO,2700.0,CT 2816,CL RODODENDRO / CL RETAMA,370616.899381,3144680.47962,-16.3210250689,28.4221765988
567.0,52307,CALLE ALTAMIRA,1500.0,CT 1301,CL LA GALLEGA / CL ALTAMIRA / BAR ARIZONA / CONT. BAS.,370645.059869,3145548.57129,-16.3208348687,28.430013331
568.0,52516,CALLE LA GALLEGA,2500.0,CT 0906,CL LA GALLEGA / CL HABERNARIA / REST. CUEVA 3 DE BASTOS,370810.581134,3145606.11142,-16.3191515495,28.4305489782
569.0,52555,CALLE HABERNARIA,1500.0,CT 1270,CL HABERNARIA / CL TREBOL,370760.140117,3145534.37308,-16.3196584579,28.4298965966
570.0,52717,CALLE PETUNIA,1500.0,CT 1220,CL PETUNIA / CL ASPERULA / BAR LA VERA,369864.38387,3144255.19211,-16.3286587775,28.4182639205
571.0,52733,CARRETERA DEL TABLERO,2700.0,CT 2357,"CT AL TABLERO, 58 / BAR CUATRO CAMINOS",369369.199047,3144888.06873,-16.3337849827,28.4239257612
572.0,52772,CALLE TULIPAN,2700.0,CT 2398,"CL TULIPAN, 7 / PARADA CAMIONES EL PINO",370603.82208,3144427.52726,-16.321130219,28.4198925772
573.0,52787,CALLE VALERIANA,2700.0,CT 2805,CL MANZANILLA / CL PETUNIA / CL VALERIANA,369778.820958,3144299.65493,-16.3295371779,28.4186566409
574.0,52795,CALLE ZARZAMORA,1500.0,CT 1283,CL ZARZAMORA / CL TURILAGO / CONT. BAS.,369302.691631,3144745.33933,-16.3344477401,28.4226310777
575.0,52795,CALLE ZARZAMORA,2700.0,CT 3284,CL ZARZAMORA / IGLESIA (DETRµS),369346.407179,3145063.30456,-16.3340374727,28.4255048588
576.0,52965,CALLE SAN MIGUEL,2500.0,CT 0723,CL SAN ISIDRO / CL SAN MIGUEL / CUARTEL ALMEYDA,377763.749655,3150497.97129,-16.2486856952,28.4753652244
577.0,54917,CALLE DOCTOR MANUEL PAREJO MORENO,2700.0,CT 2553,CL DTOR. MANUEL PAREJO MORENO / CL DTOR. CRISTINO DIAZ MARTINEZ,376568.25601,3150148.27792,-16.2608581848,28.4720967548
578.0,54933,CALLE LUIS DIEGO CUSCOY,2700.0,CT 2581,CL HENRY DUNAT / CL LUIS DIEGO CUZCOY,376487.924019,3150300.34824,-16.2616949221,28.4734615005
579.0,56007,CALLE GUAYRE,2700.0,CT 2395,"CL GUAYRE, 24 / CONT. BAS.",372194.831392,3145256.53007,-16.304981308,28.4275304428
580.0,56007,CALLE GUAYRE,2700.0,CT 3256,"CL GUAYRE / CL TANO, 34",372208.420783,3145222.53468,-16.3048388171,28.4272249853
581.0,56472,CALLE SUBIDA AL MAYORAZGO,2700.0,CT 2349,"CL SUBIDA AL MAYORAZGO, 29 / LA CAIXA",374022.910943,3147064.7525,-16.2865166104,28.4440262593
582.0,56487,CALLE DACIL VILAR BORGES,2700.0,CT 2565,CL CONDE DE PALLASAR / CL DACIL VILAR BORGES / CONT. BAS.,374169.740397,3148241.75893,-16.2851458843,28.4546622306
583.0,56487,CALLE DACIL VILAR BORGES,2700.0,CT 2578,"CL DACIL VILAR BORGES, 4",374202.246831,3148316.86,-16.2848221489,28.4553431092
584.0,56487,CALLE DACIL VILAR BORGES,2500.0,CT 1445,CL ALEJANDRO MAGNO / CL SIMBAD / CL DACIL VILAR BORGES,374220.181415,3148396.07108,-16.2846476564,28.4560596726
585.0,56603,CALLE CHIRAMA,2700.0,CT 3275,"CL CHIRAMA, 4",371944.408761,3145468.78649,-16.3075612999,28.4294213922
586.0,56804,CALLE ATAMAN,2700.0,CT 2090,CL COLUMBRETE / CL ATAMAN / EDIF. LAUREL / CONT. BAS.,371911.316963,3145152.25353,-16.3078640037,28.4265616358
587.0,57227,CALLE PABLO PICASSO,2500.0,CT 0101,CL PABLO PICASSO / CL PINTOR MARTIN GLEZ. / CONT. BAS.,376209.199364,3148850.46255,-16.2643857857,28.4603506035
588.0,57324,CALLE PINTOR MARTIN GONZALEZ,2700.0,CT 2523,CL PINTOR MARTIN GLEZ. / AV MADRID,376140.823762,3149009.25834,-16.2651010932,28.4617771609
589.0,57564,CALLE PROLONGACION RAMON Y CAJAL,2500.0,CT 0788,CL PROL. RAMON Y CAJAL / CL DOCTOR MIGUEL LOPEZ GLEZ. (P.E.),377232.361285,3149414.901,-16.2539975168,28.4655411051
590.0,57622,CALLE GALDAR,2700.0,CT 3575,"CL GALDAR, 19 / KIOSKO / EDIF. JAMEL 8 / CONT. BAS. / P.E.",378213.178799,3151106.998,-16.2441599256,28.4809034772
591.0,57726,CALLE LOS HUARACHEROS,2700.0,CT 3423,CL ALCALDE MANDILLO TEJERA / CL LOS HUARACHEROS,375432.413108,3148995.40771,-16.2723338622,28.4615846905
592.0,57726,CALLE LOS HUARACHEROS,2700.0,CT 3308,CL HUARACHEROS / CL ALMADI / I.E.S. LOS GLADIOLOS,375503.665716,3149055.94939,-16.2716127752,28.4621378504
593.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,3000.0,CT 0021,"CL DECANO CONSULAR JESUS RAMOS GLEZ., 10 / CAMPO FUTBOL",372496.736813,3144538.86866,-16.3018200447,28.4210834915
594.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,2700.0,CT 2392,"CL DECANO CONSULAR JESUS RAMOS GLEZ., 1 / PARQUE INFANTIL",372643.949857,3144593.41968,-16.3003233197,28.421590143
595.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1500.0,CT 1274,CL DECANO CONS. JESUS RAMOS GLEZ. / BAR LA PALMITA,372863.586238,3144803.71513,-16.298104427,28.4235093315
596.0,58207,CALLE TANO,2700.0,CT 2066,"CL TANO, 25 / CL CHIRAMA",371959.889794,3145194.10089,-16.3073727923,28.426944045
597.0,58207,CALLE TANO,2700.0,CT 3154,CL TANO / CL TAMARAGUA / CERVECERIA HOLLYWOOD,372138.114723,3145202.69455,-16.3055543395,28.4270390588
598.0,58207,CALLE TANO,2700.0,CT 3246,CL TANO / CL CHINAMADA,372034.828955,3145193.68989,-16.3066077325,28.426947681
599.0,58327,CALLE ANTONIO DE LARA Y ZARATE,1300.0,CT 1042,CL EL PILAR / CL ANTONIO DE LARA ZARATE / CONT. BAS.,377378.327567,3150014.25334,-16.2525706455,28.4709637039
600.0,58401,CALLE CHACERQUEN,2700.0,CT 2057,CL ATAMAN / CL CHACERQUEN / COLEGIO,371883.217994,3145328.26841,-16.3081703832,28.4281473031
601.0,58401,CALLE CHACERQUEN,2500.0,CT 0097,CL CHACERQUEN / CL CHINAMADA / BAR PARQUE / CAMPO FUTBOL,372042.761065,3145350.68664,-16.306544159,28.428365256
602.0,58505,CALLE EL VIENTO,1500.0,CT 1237,CL PUNTA DE TENO / CL EL VIENTO / BAR TASCA EL MOIS  JOCAR / CONT. BAS.,371836.513348,3145510.60334,-16.308667415,28.4297881778
603.0,58544,CALLE EL TIMPLE,2700.0,CT 2728,CL OROPENDOLA / CL EL TIMPLE,372309.239025,3147361.28338,-16.3040462863,28.4465357147
604.0,58625,CALLE CHARCO DE LA CASONA,2700.0,CT 3320,CL PROL. RAMON Y CAJAL / CL AFILARMONICA NI FU NI FA / FARMACIA,377685.532451,3149267.12027,-16.2493538637,28.4642500438
605.0,59474,CARRETERA GENERAL DE GENETO,2700.0,CT 3253,"CT EL SOBRADILLO / CT GENETO, 9",371036.352795,3146922.8444,-16.3169938564,28.4424539253
606.0,95261,PLAYA LAS TERESITAS,2700.0,CT 3280,CT ACCESO A LA PLAYA (AL PRINCIPIO) / P. BUS,383660.53498,3153960.2096,-16.1888089487,28.5071505915
607.0,95261,PLAYA LAS TERESITAS,2500.0,CT 0741,CT ACCESO A LA PLAYA (AL CENTRO) / CRUZ ROJA,384387.61144,3154362.64166,-16.1814211259,28.5108472036
608.0,99057,CARRETERA AUTOPISTA DEL SUR,1300.0,CT 0919,CT ENLACE MAYORAZGO-MERCATENERIFE / MERCATENERIFE (INT),374486.305535,3146405.38874,-16.2817135198,28.4381205154
609.0,99227,PASAJE HENRY DUNANT,2700.0,CT 2562,"CL HENRY DUNAT, 10",376384.052886,3150239.07175,-16.2627491936,28.4728986658
610.0,81914,CALLE ALEJANDRO CIORANESCU,1500.0,CT 1150,AV SANTA CRUZ / CL PEREZ DIAZ / CL ALEJANDRO CIORANESCU,377728.571393,3150589.88416,-16.2490547421,28.4761913939
611.0,82217,CALLE ANTONIO MACHADO,2700.0,CT 2809,CL GANIVET / CL ANTONIO MACHADO,375926.50662,3148945.42292,-16.2672828228,28.4611807069
612.0,82507,CALLE RAMON BAUDET GRANDY,2500.0,CT 0731,"CL RUBENS MARICHAL LOPEZ / CL RAMON BAUDET GRANDY, 3",377004.33171,3150594.02082,-16.2564521449,28.4761605779
613.0,82515,CALLE RUBEN MARICHAL LOPEZ,2500.0,CT 0616,"CL RUBENS MARICHAL LOPEZ, 9 / ESCUELA DE IDIOMAS / P.E.",376980.792569,3150658.66005,-16.2566994648,28.4767416922
614.0,82515,CALLE RUBEN MARICHAL LOPEZ,2500.0,CT 0615,"CL RUBEN MARICHAL, 70 / CONT. BAS.",376927.960726,3151279.26478,-16.2573053971,28.4823373405
615.0,82515,CALLE RUBEN MARICHAL LOPEZ,2700.0,CT 2556,"CL RUBEN MARICHAL LOPEZ, 95",376836.793258,3151237.41741,-16.2582321038,28.4819510755
616.0,11097,CALLE PEDRO MODESTO CAMPOS,2700.0,CT 2776,CL PEDRO MODESTO CAMPOS / BANCO SANTANDER,376961.87519,3148430.6208,-16.2566547424,28.4566329638
617.0,11074,CALLE CELIA CRUZ,2700.0,CT 2588,CL CELIA CRUZ / REST. CAF. PLATà,377108.340959,3148310.30963,-16.2551462774,28.455561021
618.0,11074,CALLE CELIA CRUZ,2700.0,CT 3295,CL CELIA CRUZ / BAZAR NAUTICO LA MARINA,377143.656424,3148383.23962,-16.2547934285,28.4562225059
619.0,11119,CALLE UNION ARTISTICA EL CABO,2700.0,CT 2800,CL UNION ARTISTICA EL CABO / REGISTRO DE LA PROPIEDAD,376894.994137,3148390.26799,-16.2573333903,28.4562624888
620.0,10744,CALLE TAMARAN,2700.0,CT 2368,CL COLUMBRETE / CL CHAXIRAXI / PARQUE INFANTIL,372122.048325,3145102.55979,-16.3057072618,28.4261338315
621.0,10660,CALLE GABINO JIMENEZ,2700.0,CT 2526,CL ACORAN / EDIF. BELLAMAR / ROTONDA,372177.143423,3144243.81451,-16.3050497733,28.4183895734
622.0,10693,CALLE TIMABA,2700.0,CT 2770,"CL ACORAN / CL TIMABA, 37",372397.589351,3144293.13462,-16.3028049842,28.4188562079
623.0,10381,CALLE DOCTOR JAIME CHAVEZ,2700.0,CT 3261,CL DTOR. JAIME CHAVEZ,377911.519426,3150988.32525,-16.2472284597,28.4798042839
624.0,10552,AVENIDA LAS HESPERIDES,2700.0,CT 3293,"AV HESPERIDES, 1 / INSTITUTO LAS VEREDILLAS",371895.520549,3146984.7687,-16.3082286813,28.4430973657
625.0,10768,AVENIDA CERCADO CORAZON,2700.0,CT 1876,"CL CERCADO CORAZON, 11",370501.583197,3145751.08264,-16.3223222998,28.4318266364
626.0,10563,AVENIDA JOSE MARTI,2500.0,CT 0010,"AV JOSE MARTI, 10 / EDIF. JOSE MARTI / BAR",378323.332552,3151055.16674,-16.2430293475,28.4804460152
627.0,10563,AVENIDA JOSE MARTI,2700.0,CT 2407,AV JOSE MARTI / I.E.S. ANAGA (VIRADERO DE GUAGUAS),378012.46643,3151453.46396,-16.2462466949,28.4840113902
628.0,10563,AVENIDA JOSE MARTI,2700.0,CT 3258,AV JOSE MARTI / CL ANDROMEDA,378221.024661,3151201.24939,-16.2440897584,28.4817547846
629.0,43057,CALLE FERNANDO BEAUTELL,2700.0,CT 2331,CT ENL. MAYORAZGO-MERCATFE. / CL FERNANDO BEAUTELL / BAR CANAIMA,374973.285611,3147552.39816,-16.276865941,28.4485183918
630.0,10639,CALLE NUESTRA SEÑORA DEL CAMINO,2700.0,CT 2043,CL CONDE DE PALLASAR / GRUPO ESCOLAR (ENTRADA),374052.418327,3148514.51406,-16.2863736854,28.4571123628
631.0,10747,CALLE IBAUTE,2700.0,CT 2399,CL CATAIXA / CL AYOZE,371729.899734,3144032.70951,-16.3095916355,28.4164406467
632.0,10631,CAMINO VALLE GRANDE,2700.0,CT 3249,CT A VALLE CRISPIN / REST. DOS BARRANCOS,379732.496103,3153649.61416,-16.2289074711,28.5039905924
633.0,10705,PLAZA PRIMERO DE MAYO,2700.0,CT 3162,CL RAFAEL HARDISSON ESPOU / CL SAN RAFAEL Y SAN ROQUE / P.E.,377335.270877,3149138.22198,-16.2529171101,28.4630538959
634.0,10705,PLAZA PRIMERO DE MAYO,2700.0,CT 3419,CL SAN SEBASTIAN / CL SAN RAFAEL Y SAN ROQUE,377344.238169,3149203.23484,-16.2528324547,28.4636414493
635.0,10859,CALLE PROLONGACION ASPERULA,2700.0,CT 3292,CT AL TABLERO / CL MANZANILLA / BAR LOS LLANOS,369915.572161,3144406.51516,-16.3281533139,28.4196346045
636.0,30486,CALLE DOCTOR ALFONSO SORIANO FRADE,2700.0,CT 2054,"CL HORACIO NELSON, 2 / SANIDAD",376736.392735,3150014.88945,-16.2591267306,28.4709089026
637.0,11112,CALLE PROLONGACION AREJO,2700.0,CT 3566,CL PINZON / BAR TINERFE / COLEGIO F. P. EL SOBRADILLO / P.E.,370884.280914,3146403.24535,-16.3184883477,28.4377498633
638.0,20116,AVENIDA TRES DE MAYO,2700.0,CT 3311,"AV TRES DE MAYO, 73 / EDIF. MAGGI / PIZZERIA",376754.018921,3148629.92161,-16.25879858,28.4584119318
639.0,20116,AVENIDA TRES DE MAYO,2700.0,CT 2050,AV TRES DE MAYO / LA SALLE,376877.319186,3148693.81356,-16.257546301,28.4590001708
640.0,20116,AVENIDA TRES DE MAYO,2700.0,CT 2383,AV TRES DE MAYO / EST. SHELL,376987.215032,3148718.49528,-16.2564267063,28.4592332811
641.0,20116,AVENIDA TRES DE MAYO,2700.0,CT 3277,"AV TRES DE MAYO, 9  / EDIF. SATURN",377021.191663,3148703.80754,-16.2560781775,28.4591039356
642.0,20116,AVENIDA TRES DE MAYO,2700.0,CT 2568,"CL JOSE HDEZ. ALFONSO, 5 / EDIF. RASCACIELOS",377331.945412,3148809.3765,-16.2529160673,28.4600859101
643.0,10244,AVENIDA LOS MAJUELOS,2700.0,CT 2075,AV LOS MAJUELOS / CL CERCADO CORAZON / SUP. HIPERDINO,370659.631719,3145686.44341,-16.3207015579,28.4312589767
